# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.6642083927474233,1.1026111994843841,3.2592372418256503,-1.8624232836921788,-147.8920703894337,63.626621597147775,0.47166374175832326,2.1201544902987095,-87.95852555466766,-51.096807493899284
 0.6678354538002501,1.1144085675831403,3.2525970550072834,-1.8307347799375424,-148.2117651039588,63.26304090230693,0.4735734486725606,2.1116048689026536,-88.14153108228608,-50.45559612948421
 0.6714498605946987,1.1261412709917826,3.2460937785593855,-1.7992652232411457,-148.5309951722115,62.89946020746609,0.4754548343757758,2.1032491999222156,-88.32156600165152,-49.81036435687071
 0.6750515105642769,1.1378096300656613,3.239726006812662,-1.7680151598599443,-148.84973625277826,62.53587951262524,0.4773076922970557,2.095084609232828,-88.49862792304398,-49.16133519027422
 0.6786403013284342,1.1494139574783802,3.233492330791746,-1.7369850823219624,-149.16796407558414,62.172298817784394,0.47913183108039653,2.0871082552480296,-88.67271560776688,-48.50873070159984
 0.6822197023656198,1.1609545582000627,3.224170916248241,-2.60418277993083,-149.48565444807116,61.80871812294355,0.48092707458094935,2.079317328664308,-88.75517696580853,-23.037753295866374
 0.6857962687119106,1.1724317294770816,3.208991576214387,-4.2441097309983205,-149.8027832611307,61.44513742810271,0.4826932616493104,2.071709053039416,-88.66851117929309,24.23156125856011
 0.6893730924907572,1.1838457608132562,3.1911081009015176,-4.999820069032348,-150.11932649481423,61.08155673326186,0.48443024617036173,2.0642806841757886,-88.49841458658439,47.55520630192466
 0.6929502671059591,1.1951969339525355,3.1732231049164357,-4.999754809026144,-150.43526022385151,60.717976038421014,0.4861378966342966,2.0570295114274186,-88.31934781563692,50.058157683022934
 0.6965278856143392,1.2064855228631477,3.155336122107526,-4.999689812374252,-150.7505606228552,60.35439534358018,0.487816096194489,2.049952856826821,-88.1313639967855,52.54440025147934
 0.7001060407118253,1.2177117937232378,3.1374466880928353,-4.999625093741605,-151.06520397134088,59.99081464873933,0.4894647423694909,2.0430480756571274,-87.93451930206261,55.012901721664896
 0.7036848247196636,1.2288760049079919,3.1195543403295005,-4.999560667574872,-151.37916665846006,59.62723395389848,0.4910837465628091,2.036312557683277,-87.72887283265511,57.462665798519225
 0.7072643295707629,1.2399784069782287,3.1016586181821504,-4.999496548203979,-151.6924251874104,59.26365325905764,0.49267303411020763,2.029743726092195,-87.51448649500404,59.8927356070619
 0.7108446467961785,1.2510192426704863,3.0837590629908087,-4.999432749779249,-152.00495617966658,58.9000725642168,0.4942325437076018,2.0233390389436208,-87.29142491553851,62.3021831367528
 0.7144258675117349,1.2619987468885803,3.0658552181384837,-4.999369286163553,-152.31673637881673,58.53649186937595,0.4957622271428265,2.017095989267261,-87.05975529400273,64.69012661784394
 0.7180080824047885,1.2729171466966356,3.0479466291169155,-4.999306171244809,-152.62774265415797,58.1729111745351,0.49726204888602743,2.011012105669862,-86.81954729861339,67.05571903437134
 0.7215913817211371,1.2837746613135976,3.0300328435934056,-4.999243418427046,-152.9379520039706,57.80933047969426,0.49873198563695403,2.005084953039162,-86.57087293749092,69.39815493166157
