# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,30.692793045447022,-86.18592516570983,0.2470212218122804,4.048235178595032,0.0,0.0
 0.08317027408856636,0.017293236229918133,0.2079256852214159,2.5,30.692793045447022,-86.561181465047,0.2470212218122804,4.048235178595032,0.0,0.0
 0.11761824133332299,0.03458512673585953,0.5019712885547235,8.53593482727387,30.448046481190875,-86.93643776438415,0.24539985005506143,4.074982115007917,-7.104818769630063,-206.24783805527733
 0.14404970804098943,0.051875795966735735,0.6541698734357808,5.758234552943373,30.20492440750588,-87.31169406372132,0.24377543369863336,4.102136071825215,-9.198205925306288,-79.20056721895948
 0.16633143065870634,0.0691653620624301,0.7759528467492399,5.465599559013699,29.963427907800668,-87.68695036305847,0.24214833982778974,4.129700004184116,-10.838322684853415,-73.6081670024479
 0.18596121842948335,0.08645393689944506,0.8807316227204744,5.337743698239029,29.723557822371653,-88.06220666239564,0.24051892675359302,4.157676959137942,-12.219698359964609,-70.37140142532036
 0.20370726657340804,0.10374162613702383,0.9741712125072286,5.265374523326926,29.485314754249377,-88.43746296173279,0.23888754399054182,4.18607007839468,-13.42513365173286,-67.92697066929396
 0.22002593416561772,0.12102852926363188,1.0593330018475646,5.218672962061631,29.248699075181705,-88.81271926106996,0.23725453219289735,4.21488260206115,-14.499693539969385,-65.84850645217551
 0.2352145740755485,0.13831473964385427,1.1381012706029172,5.185998826916135,29.01371093151306,-89.18797556040712,0.23562022327565105,4.244117869416092,-15.471309153560496,-63.9698892957387
 0.24947973429969209,0.15560034456561245,1.2117357709381018,5.161841800455854,28.780350250088798,-89.56323185974428,0.233984940384601,4.27377932253375,-16.358784462112297,-62.21278237378371
 0.26297180479111376,0.17288542528773918,1.2811288477270162,5.143248905572709,28.548616744118686,-89.93848815908144,0.2323489978462294,4.303870510609255,-17.17553329694283,-60.53547047132806
 0.27580431982681597,0.19017005708783155,1.3469403115448244,5.128493022194768,28.3185099190398,-90.3137444584186,0.23071270123612983,4.3343950924336845,-17.931545331424697,-58.9137852072267
 0.28806548513169006,0.20745430931038997,1.4096745123962677,5.116495805378716,28.090029078346777,-90.68900075775576,0.229076347524113,4.36535683761388,-18.634512708363605,-57.33283578351751
 0.29982544616174217,0.22473824541521947,1.4697273282335794,5.106548880889071,27.863173329330202,-91.06425705709293,0.2274402249454932,4.396759633172422,-19.290518772711376,-55.78301345313752
 0.31114107605782554,0.242021923026054,1.5274163055489158,5.098167565139617,27.637941588889536,-91.43951335643008,0.22580461313175526,4.428607485607514,-19.904481015115984,-54.25789355457041
 0.3220592454685219,0.2593053939793842,1.583000803815873,5.091008957280139,27.41433258922791,-91.81476965576725,0.22416978322534561,4.460904523402045,-20.480447889236448,-52.75306257440919
 0.33261912414862627,0.27658870437349825,1.6366959240428722,5.08482359065024,27.192344883501267,-92.1900259551044,0.22253599776068203,4.4936550044160155,-21.021804553956198,-51.265424643533706
 0.3428538432729903,0.2938718946176506,1.6886824185540443,5.0794256177892425,26.971976851487213,-92.56528225444157,0.22090351088269825,4.526863316948408,-21.531419605787036,-49.792773562069385
 0.35279172296492445,0.3111549994814002,1.7391139155947903,5.074673733641344,26.75322670516139,-92.94053855377872,0.21927256842951257,4.560533983627142,-22.01175231607692,-48.333520346370506
 0.3624571964489454,0.32843804814407374,1.7881222985346772,5.070458578248428,26.53609249419705,-93.31579485311589,0.2176434078724994,4.594671668557145,-22.46493266194406,-46.886512762809204
 0.3718715177285417,0.34572106424432303,1.835821785443722,5.066694187760953,26.32057211147843,-93.69105115245306,0.21601625850380587,4.629281179695933,-22.892822150197752,-45.45091202496559
 0.3810533117188555,0.36300406592976836,1.8823120736184935,5.063312052504765,26.10666329853339,-94.06630745179021,0.21439134148273079,4.664367474376524,-23.29706081085015,-44.02610874071502
 0.39001900769409814,0.38028706590672273,1.927680798532386,5.060256899093059,25.894363650865493,-94.44156375112738,0.2127688698851637,4.69993566511738,-23.679104026516928,-42.61166302334228
 0.3987831849463812,0.3975700714899495,1.9720054816012011,5.057483639695731,25.683670623322598,-94.81682005046453,0.2111490488832782,4.735991022875947,-24.040251751869814,-41.207259387503825
 0.40735885145775375,0.414853084652451,2.01535509101034,5.054955128170079,25.474581535307905,-95.1920763498017,0.20953207575392385,4.772538984314783,-24.381671994522804,-39.81267720709725
 0.41575767080129256,0.4321361020752902,2.057791305647614,5.052640484512828,25.267093575978468,-95.56733264913886,0.20791814004288342,4.8095851559356415,-24.70441985266135,-38.427765253318896
 0.4239901485635643,0.44941911519738365,2.099369548412141,5.050513826478102,25.06120380939691,-95.94258894847601,0.20630742352814446,4.847135323095051,-25.00945311083835,-37.052424189339845
 0.43206578678034835,0.4667021102653039,2.140139838359781,5.048553297361098,24.856909179564294,-96.31784524781318,0.20470010054877502,4.885195450901718,-25.29764513323805,-35.68659400822786
 0.4399932128490281,0.4839850683830257,2.180147499073447,5.046740312310307,24.6542065154579,-96.69310154715033,0.2030963378460651,4.923771696749847,-25.569795586898596,-34.330241783746395
 0.44778028789201235,0.5012679655616341,2.2194337518526157,5.045058967880846,24.453092535936634,-97.0683578464875,0.20149629490308946,4.962870411492948,-25.82663945205677,-32.98335559120811
